,EARNINGS,S,EXP,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC
664,13.0,9.0,8.480769,0.0,1.0,1982.0,29.0,35.0,61200.0,385.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4492399,0.2239595,-0.2292689,-0.1050981,-0.8092489,-1.524922,-0.2487936,-0.1572355,-0.0032234,42322.0,73.0,185.0,220.0,13.0,17.0,13.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,45.0,2.384615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
665,24.0,16.0,4.153846,0.0,1.0,1983.0,28.0,32.0,73658.3366334402,424.83375910466754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.752636,0.9001573,1.313825,2.150902,0.4241273,1.205578,1.571125,1.711242,1.180274,96974.0,70.0,165.0,170.0,16.0,12.0,16.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,40.0,4.634615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
666,14.0,12.0,6.384615,0.0,1.0,1983.0,28.0,27.0,11500.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.681755775722685,11.0,0.9999999912328643,1.0247030779453326e-08,-3.747805177312102e-09,2.561486134311508e-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1031215,-2.47374,-1.182752,-0.8323075,0.1479836,-0.3646889,-0.9485244,-1.227877,-1.950315,16267.0,69.0,165.0,180.0,12.0,12.0,12.0,12.769579419169391,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,50.0,2.346154,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
667,15.0,14.0,5.0,0.0,1.0,1983.0,28.0,26.0,43500.0,207.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3460732,-0.3792827,-0.3564905,1.026103,-2.58147,-0.6716983,-0.0124332,0.1774563,-0.392763,49034.0,75.0,170.0,170.0,12.0,13.0,12.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,40.0,0.4615385,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
668,9.0,14.0,2.365385,0.0,1.0,1980.0,31.0,23.0,28700.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.59154190486855,6.6685419458097925,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5448018,0.4732886,-0.2013995,1.543966,0.1134319,-0.8404443,0.3736737,0.6599558,0.1446002,68775.0,69.0,235.0,235.0,15.0,12.0,15.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,20.0,0.3461539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
669,13.31,14.0,8.788462,0.0,1.0,1981.0,30.0,32.0,37000.0,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.541642977256878,4.489800368016532,0.9999999866814808,1.3230246675988155e-08,-2.51560106079296e-10,6.95106194825712e-10,0.9999999863983975,1.4319425645226147e-08,-2.744593219361491e-09,2.4160229372682807e-09,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0384106,0.9684143,0.5478386,0.0564557,0.4819888,1.33593,0.437309,0.4502121,0.8081909,72091.0,70.0,220.0,240.0,12.0,12.0,12.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,65.0,6.288462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
670,21.5,15.0,3.884615,0.0,1.0,1984.0,27.0,31.0,50289.920150287,371.01028431084933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0584737107999302,0.0,0.0,0.0,1.0,0.9999999778028084,1.683531181129183e-08,7.194638218521732e-10,5.480836229310171e-09,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6546742,0.1965743,1.440858,0.9781202,0.0978392,0.5180005,0.8092883,0.9144815,0.8728128,82887.0,70.0,140.0,213.0,18.0,17.0,18.030805213688517,17.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,40.0,4.192307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
671,19.23,14.0,8.403846,0.0,1.0,1981.0,30.0,17.0,4836.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.905403902838692,4.5973329230990885,0.9999999859967037,1.3850807611959226e-08,8.582015098568263e-10,-3.5337777148924943e-10,0.9999999926765639,7.442160665505071e-09,1.578934094581541e-09,-1.5632446448421433e-09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3367723,-0.9336714,0.2320134,-0.5456989,-0.519547,-0.4213476,-0.0081703,-0.2554385,-0.3745702,44032.0,71.0,170.0,225.0,12.0,12.0,12.339518875355587,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,40.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
672,24.04,16.0,6.673077,0.0,1.0,1983.0,28.0,31.0,88334.0,537.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6764023,0.7715303,0.330763,0.7578894,1.320976,1.835181,0.6741809,0.709186,0.5874357,77125.0,72.0,170.0,195.0,12.0,20.0,12.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,40.0,0.3076923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
673,30.0,8.0,7.480769,0.0,1.0,1984.0,27.0,23.0,35200.0,168.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,7.042237530201234,0.0,0.0,1.0,0.0,0.9999999752336164,2.394850717735153e-08,8.740381751692894e-10,6.300595600805536e-10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.227713,-2.337263,-1.751869,-1.839709,-0.9973382,-0.1116023,-2.348369,-2.283085,-2.181032,138.0,69.0,170.0,200.0,13.0,13.0,12.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,10.0,0.9230769,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
674,13.5,12.0,12.55769,0.0,1.0,1981.0,30.0,26.0,51279.260567904814,320.97317270292643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.509088181988801,5.53757375426288,0.9999999901751973,1.0864062538473718e-08,-1.0600937905280716e-09,2.3731860920861436e-10,0.9999999828790971,1.900583690428448e-08,-3.4287239714103634e-09,1.9869244027859168e-09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2206243,0.2672265,0.8369744,-0.4545275,-0.0491961,0.9619085,0.4242225,0.2429074,0.588453,58022.0,72.0,175.0,220.0,12.0,12.0,12.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,55.0,5.153846,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
675,12.0,15.0,8.75,0.0,1.0,1980.0,31.0,28.0,33750.0,267.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.840096916870678,4.10409118501866,0.0,1.0,0.0,0.0,0.9999999871507601,1.4763736899681135e-08,-2.500896378876405e-09,8.850120636338943e-10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4158669,0.7100533,0.8684029,0.2654474,-0.8401292,-1.116597,0.6618409,0.6317247,0.8413624,78405.0,69.0,200.0,220.0,12.0,18.0,12.52165081930022,18.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,40.0,1.134615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
676,18.5,17.0,5.134615,0.0,1.0,1981.0,30.0,21.0,77290.22778882037,521.6549410962906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.090952389219858,4.55230294445046,0.999999985054119,1.3826283673523676e-08,-9.145204593608014e-10,2.500901707946923e-09,0.9999999868492413,1.3781544794255751e-08,-1.449081521442963e-09,1.1700960200755617e-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5849524,0.858,-0.1516476,0.1370257,1.800059,2.429943,-0.1278228,0.0716867,0.3762895,48583.0,75.0,165.0,173.0,12.0,16.0,17.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,40.0,0.5961539,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
677,14.45,14.0,5.134615,0.0,1.0,1982.0,29.0,28.0,35600.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3107148,-1.206873,-1.216779,-0.741177,-0.2032167,-0.166289,-0.8371904,-0.9731934,-1.29287,17620.0,67.0,165.0,165.0,9.0,7.0,9.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,36.0,2.346154,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
678,7.25,12.0,7.480769,0.0,1.0,1980.0,31.0,26.0,25600.0,203.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.463560372439908,4.85556480612162,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5825794,-0.2017185,0.9039888,-1.740321,-2.358177,-1.273062,-0.1276404,-0.4541312,0.3741126,34742.0,68.0,280.0,270.0,12.0,12.0,12.208457832765866,15.677893987633007,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.089582650286786,15.0,0.6923077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
679,34.34,17.0,4.730769,0.0,1.0,1984.0,27.0,26.0,96500.0,606.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8933635,1.916533,0.8503534,1.281318,-0.4434023,0.7826207,1.250823,1.382174,1.475125,89855.0,73.0,147.0,150.0,16.0,16.0,16.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,42.0,4.961538,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
680,25.13,16.0,7.230769,0.0,1.0,1981.0,30.0,28.0,60410.0552191489,362.23167238472445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.965079337670375,6.933013491559265,0.9999999852796888,1.5149133503200574e-08,-2.7271838121123437e-09,2.7331132912422618e-09,0.9999999873946539,1.2717908504100706e-08,-3.348077148856987e-09,3.6596157215740277e-09,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.341612,0.1807164,0.1219194,1.124008,0.4252763,-0.9325103,0.8200268,0.7740147,0.1609966,77697.0,72.0,235.0,225.0,12.0,12.0,12.0,12.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,40.0,3.865385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
681,12.61,12.0,8.557693,0.0,1.0,1981.0,30.0,27.0,2100.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.642999226680352,5.015517492426525,0.9999999874288572,1.3186894243233382e-08,-2.3736212995117967e-10,-7.043965410957753e-11,0.9999999924334126,9.762864294771134e-09,-7.10054681718475e-10,-1.3971632739639972e-09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6435592,-1.505094,-0.0893722,-1.208281,-0.3086887,-0.1963113,-0.7922637,-0.9650117,-0.8506843,13520.0,69.0,160.0,165.0,12.0,14.0,12.290038918906227,14.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.024575030104245,40.0,1.923077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
682,13.0,12.0,8.019231,0.0,1.0,1984.0,27.0,25.0,23075.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8786921,-0.1528814,-0.5408346,-1.318124,-1.277439,0.1661086,-0.6739727,-0.8094891,-0.3703349,23419.0,69.0,145.0,160.0,12.0,12.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,40.0,3.538461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,10.47,13.0,4.038462,0.0,1.0,1984.0,27.0,39.0,37000.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.122221,-1.8865,-1.381552,-0.832584,-0.5250089,-0.8487363,-2.064772,-1.741977,-1.743169,6386.0,74.0,260.0,250.0,16.0,14.0,16.0,14.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
684,22.0,15.0,6.096154,0.0,1.0,1982.0,29.0,27.0,40398.680029702016,209.3256707108352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0443204,-0.4977176,-0.9532204,-0.8736933,-1.242011,-1.129706,-0.4234995,-0.6635347,-0.7741441,26653.0,73.0,210.0,205.0,9.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,40.0,0.5384616,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
685,23.08,16.0,8.596154,0.0,1.0,1980.0,31.0,26.0,60300.0,288.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.674175042781485,8.037640195131772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7206221,0.6998087,0.4925264,1.080688,-0.0065876,-1.002209,0.7232251,0.8370857,0.6354529,85744.0,71.0,230.0,250.0,12.0,14.0,18.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,40.0,9.057693,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
686,12.53,17.0,2.730769,0.0,1.0,1980.0,31.0,38.0,37356.0,227.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.570310006289347,5.314507965280924,0.0,1.0,0.0,0.0,0.9999999895703198,1.5390252627867085e-08,-4.257191710266284e-09,-5.827676119452008e-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.609802,0.7077767,1.450011,1.298015,1.01094,0.6709142,0.9276141,1.137053,1.150306,87609.0,71.0,163.0,169.0,12.0,12.0,11.98498540533398,12.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,50.0,1.557692,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
687,26.75,16.0,3.692308,0.0,1.0,1984.0,27.0,28.0,54501.0,291.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,9.372413667161126,0.0,0.0,0.0,1.0,0.9999999727490989,2.2982826308748372e-08,-3.0713023235762194e-09,8.397611495070123e-09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1242631,0.1180321,0.4122014,-0.1254765,-0.0292693,-0.3223011,0.076964,0.077862,0.2823693,51863.0,66.0,143.0,153.0,12.0,12.0,12.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,45.0,3.326923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
688,39.23,16.0,6.634615,0.0,1.0,1981.0,30.0,25.0,38030.0,239.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.970404463517838,5.147662934137244,0.9999999864575619,1.3719566815950657e-08,-7.238800669995271e-10,9.031513314994299e-10,0.999999987983947,1.3252845931788215e-08,-3.905248124880245e-09,3.0218512137025755e-09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.235054,0.3503218,0.7713628,0.5971227,1.045487,0.8263257,0.9865288,0.8259529,0.5977767,76955.0,72.0,185.0,195.0,14.0,14.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,50.0,5.557693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
689,30.77,19.0,6.230769,0.0,1.0,1980.0,31.0,33.0,126500.0,1002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.247389686770084,5.70411182977395,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.635953,1.237082,1.84924,1.748571,0.241035,1.344153,1.746706,1.810114,1.645473,97542.0,71.0,155.0,160.0,20.0,17.0,20.0,17.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,50.0,5.692307,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
690,36.54,13.0,10.09615,0.0,1.0,1980.0,31.0,25.0,32307.0,256.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.754454336055105,4.037250896931496,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8378356,1.059509,0.7738777,0.7764306,0.3379737,-0.0562459,0.9637942,0.9641309,0.977311,83664.0,73.0,199.0,245.0,12.0,15.0,12.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,13.0,4.480769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
691,12.0,13.0,7.596154,0.0,1.0,1981.0,30.0,37.0,16000.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.16622090904832,4.460446681126783,0.9999999833311932,1.586780040696567e-08,-6.514158101822431e-10,1.9509363013980874e-09,0.9999999923986573,5.449516393696285e-09,4.361099037453187e-09,-2.020533962365789e-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2430015,0.9308507,0.3087456,0.2483395,1.147701,-0.7062273,0.473725,0.4837409,0.6606562,73848.0,77.0,230.0,275.0,12.0,12.0,12.0,12.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,28.0,0.5576923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
692,18.75,12.0,7.096154,0.0,1.0,1983.0,28.0,27.0,30000.0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.237049262797001,0.0,0.0,1.0,0.0,0.9999999902937189,7.977060789698953e-09,1.1729839766161376e-08,-9.984878701629896e-09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.492048,0.1170125,-0.4999463,-0.6011989,-0.2250988,-0.9313315,-0.9256574,-0.6935408,-0.2046019,26253.0,73.0,154.0,170.0,12.0,16.0,12.594354429257187,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.581278205803471,40.0,0.4423077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
693,14.5,17.0,5.826923,0.0,1.0,1982.0,29.0,26.0,25000.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0411236,-0.1494002,-0.2759754,-0.4125362,-0.3311495,-0.892514,-0.1399327,-0.2466101,-0.2272351,38432.0,70.0,125.0,128.0,18.0,16.0,18.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,38.0,9.173077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
